Ticker,Description,"Change 1h, %","Change 4h, %",Change from Open %,Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,Yearly Performance,5Y Performance,Sector
AVGO,Broadcom Inc.,-0.01502407,0.58447489,1.98032407,2.19085616,3.21919333,6.08370055,-3.06820682,42.99323261,94.62151834,295.45352543,Electronic Technology
PG,Procter & Gamble Company (The),0.08347245,0.54675969,1.20172833,1.18123523,1.24957785,2.76977924,-2.10292581,-3.47714102,15.76183489,74.28206023,Consumer Non-Durables
CVX,Chevron Corporation,-0.82958647,-0.57458493,-2.63534092,-2.50809061,-6.10202002,-7.09880204,-2.62928891,-5.87634441,-8.96675965,35.36985828,Energy Minerals
HD,"Home Depot, Inc. (The)",0.01059023,0.28140099,-1.19620562,-0.61739222,-1.08236444,-6.23841673,-12.74446395,-1.62847222,2.28905658,61.18222677,Retail Trade
ORCL,Oracle Corporation,-0.25135344,0.14558866,-0.72150072,-0.44375844,1.32547865,-2.56797583,-12.11037302,9.42635988,41.50555327,118.82951654,Technology Services
MRK,"Merck & Company, Inc.",-0.22278187,0.24328533,-0.27585539,-0.30962748,0.35063797,0.07770763,-3.52996255,-10.09598604,6.82218766,49.73905611,Health Technology
ABBV,AbbVie Inc.,-0.22845842,0.08209057,0.79917327,1.09168797,0.05470834,-1.84489467,3.4504702,-4.91323845,-1.61387936,77.17364979,Health Technology
ADBE,Adobe Inc.,0.10296942,0.85140983,-0.9327262,-0.15728799,-0.25879917,5.81682683,3.66385521,47.44493633,74.93758713,119.16406028,Technology Services
COST,Costco Wholesale Corporation,-0.14651352,0.20875311,-0.04709292,-0.08147893,-0.19713164,-2.3222883,-2.41728705,11.52112847,14.58233841,143.02637953,Retail Trade
KO,Coca-Cola Company (The),-0.38492525,0.30647197,-0.01796945,2.88461538,1.96078431,-0.60735977,-10.05496282,-12.41932945,-1.76553672,21.96405085,Consumer Non-Durables
PEP,"PepsiCo, Inc.",-0.29202914,0.08639842,1.10965651,1.31809095,1.36875,-4.27880076,-15.13708665,-13.81124455,-7.21926663,48.893785,Consumer Non-Durables
CSCO,"Cisco Systems, Inc.",0.03775009,0.60744115,1.43513203,1.55172414,0.15114302,-1.39508929,-0.98991408,13.31765712,22.95024933,17.40863787,Technology Services
BAC,Bank of America Corporation,-0.21555947,-0.23510972,-1.04895105,-0.3910833,-3.19270239,-6.97589481,-20.99875931,-10.69424965,-27.45656508,-3.486169,Finance
CRM,"Salesforce, Inc.",-0.14917708,1.0393467,0.24051441,1.0990099,0.24051441,0.7101292,-9.01719683,5.17587681,26.7030649,46.58340511,Technology Services
MCD,McDonald's Corporation,-0.09902336,0.26502455,1.01696246,0.9892051,-0.32544264,-2.34208928,-11.96920445,-11.50591635,0.7795362,50.27453271,Consumer Services
NFLX,"Netflix, Inc.",0.36387454,0.54008736,0.98857645,1.69354046,3.18485634,9.56832627,-2.46817539,27.57631822,42.5524584,30.10377358,Technology Services
CMCSA,Comcast Corporation,-0.13794689,0.24232633,0.23062731,1.21099208,1.39990667,-1.98466396,0.39270039,15.27851459,40.92088197,22.73369105,Consumer Services
TMO,Thermo Fisher Scientific Inc,0.19897669,1.0853021,1.40065939,-0.76871441,-1.31363597,-9.46519944,-17.42467926,-14.10309278,-8.29848118,106.5536825,Health Technology
PFE,"Pfizer, Inc.",-0.36030134,0.19762846,-1.45725389,-1.32944228,-0.7177814,-8.26047633,-17.46677516,-21.20662869,-32.49029395,-26.86052242,Health Technology
TMUS,"T-Mobile US, Inc.",-0.13101519,0.5203507,1.46001151,2.41759837,2.97831959,0.72831132,-0.21926722,-5.22673833,2.73084766,104.21250724,Communications
ABT,Abbott Laboratories,-0.29445788,0.02901379,-0.61844864,-1.01273752,-2.03554453,-2.10635003,-15.72444444,-12.78631221,-1.29099427,40.29298609,Health Technology
AMD,"Advanced Micro Devices, Inc.",0.3540223,1.38598066,0.69327523,1.65983402,-0.13751105,-1.11845944,-9.15020999,17.65999306,73.58716066,320.47146402,Electronic Technology
NKE,"Nike, Inc.",0.09510223,0.20946396,1.46633224,2.30522323,2.44472582,9.99790839,-2.88088643,-15.47733848,19.80863424,41.77112818,Consumer Non-Durables
DIS,Walt Disney Company (The),0.15165302,0.40099586,-1.01906246,-0.64981949,-0.10889292,1.8630475,-3.63020894,-15.00051477,-19.15393655,-29.40271068,Consumer Services
AMGN,Amgen Inc.,-0.29053791,0.30877652,1.48112757,1.12063283,-0.96481475,2.73850275,18.02521906,15.41548236,8.30358894,40.66225166,Health Technology
DHR,Danaher Corporation,-0.76674738,-1.64737645,1.49530783,-3.53344768,-4.36768207,-10.49313318,-12.67880273,-4.65564536,-10.02166277,128.08806225,Health Technology
INTC,Intel Corporation,0.15921262,0.77180719,2.82401902,2.18611521,-0.94501718,-2.70042194,2.58007117,20.31304348,29.30841121,-21.70665459,Electronic Technology
VZ,Verizon Communications Inc.,0.04347813,0.49831452,3.46907994,9.2704683,8.64745011,5.83153348,1.31442918,-7.79569892,-3.81379697,-38.84827955,Communications
WFC,Wells Fargo & Company,-0.13987792,-0.43108913,-0.84563928,-0.50658561,-2.45840576,-3.86686246,-15.49053356,-0.63243107,-12.61401557,-22.73800157,Finance
COP,ConocoPhillips,-0.29101189,-0.31587697,-1.3325656,-1.14554145,-3.31291311,0.12520868,4.01491502,19.41264311,-3.67782864,70.04536433,Energy Minerals
INTU,Intuit Inc.,-0.08096846,0.8692185,-0.13228297,0.35513759,-0.19533948,-1.00207461,2.66287802,21.34049801,20.43333333,141.40695843,Technology Services
PM,Philip Morris International Inc,-0.0880088,0.19858782,0.43122512,-0.09898812,-1.86905791,-1.89025707,-6.35117022,-7.19321549,4.90875491,3.62806617,Consumer Non-Durables
TXN,Texas Instruments Incorporated,0.50282196,0.32095056,0.05448107,0.41006014,-0.60212435,-7.60329539,-16.94273277,-9.71547963,-8.29536234,51.18337106,Electronic Technology
UPS,"United Parcel Service, Inc.",-0.15045638,0.32586421,0.38994218,0.78293737,-1.73729929,-4.2022198,-18.51568895,-13.56795555,-10.61358875,30.66153308,Transportation
CAT,"Caterpillar, Inc.",-0.31156381,0.08220881,-0.27972028,0.90166586,0.14044944,-8.58974359,-4.21448586,18.56233371,32.28200371,108.51437166,Producer Manufacturing
IBM,International Business Machines Corporation,-0.04352241,0.44463882,0.76788065,1.03387593,0.45931759,-1.78902352,-1.8869268,9.03695497,5.26355997,11.81053306,Technology Services
UNP,Union Pacific Corporation,-0.14105799,0.28321695,-1.44399136,-1.11667308,-2.79171004,0.88886706,-13.25423299,7.41960784,6.53391413,42.0746888,Transportation
GE,General Electric Company,-0.72093328,0.16751896,2.31427285,6.49545412,7.10784314,2.77702397,-3.00495134,17.10987425,99.45618084,55.84684428,Producer Manufacturing
QCOM,QUALCOMM Incorporated,-0.11869978,0.23824796,0.08234218,0.67182036,0.69962257,-1.5036917,-11.20941558,-3.94274675,-5.97386969,71.83474709,Electronic Technology
HON,Honeywell International Inc.,-0.3131352,0.48175425,-0.0605827,0.52071793,0.07721156,-1.77546823,-13.08554459,-7.39001735,-1.65036178,25.46159735,Electronic Technology
MS,Morgan Stanley,-0.09772442,0.32244497,-0.26480836,-0.19525802,-2.14686175,-12.37908657,-24.19491525,-19.96420982,-10.02137558,62.5624716,Finance
BMY,Bristol-Myers Squibb Company,-0.16899404,0.31280722,-0.03562522,0.21428571,-0.60219625,-3.3080634,-11.11815014,-17.49485445,-22.76355629,11.08471892,Health Technology
BX,Blackstone Inc.,0.2382713,0.901283,1.57967766,2.6202286,0.79432324,-11.17229793,-8.44636845,10.76582868,11.2839102,180.82030097,Finance
RTX,RTX Corporation,0.4294046,-0.21015093,-0.46984127,7.17899631,8.03583735,8.90648881,-9.72126238,-19.75428718,-12.03142536,5.67723793,Electronic Technology
NOW,"ServiceNow, Inc.",-0.24206974,0.53324627,1.59058841,2.40311796,2.18982139,-0.81758981,-3.4029133,25.93189923,50.64945652,218.24913892,Technology Services
NEE,"NextEra Energy, Inc.",-0.44275775,0.23653566,1.24908156,6.98757764,6.08160123,-3.78774655,-26.39871812,-25.82424976,-23.96192578,30.52332465,Utilities
AMAT,"Applied Materials, Inc.",-0.21451291,-0.02223375,-0.31774182,0.49914326,0.58156874,-2.56410256,-1.98357916,21.20395328,62.86369673,320.1183432,Producer Manufacturing
T,AT&T Inc.,0.09668063,0.35541195,2.30566535,3.87959866,0.97529259,3.3954727,4.15828303,-10.64441887,-10.90074584,-37.07755175,Communications
SPGI,S&P Global Inc.,0.38226851,0.47067656,-0.65952891,-0.64534552,-0.59709168,-4.78093101,-18.71890111,0.58685785,16.67225538,90.80888401,Commercial Services
BA,Boeing Company (The),-0.16150667,-0.0747412,-0.46394847,0.73468486,1.28860253,-4.86227045,-17.9150162,-10.89176643,27.65838292,-47.82260372,Electronic Technology
LMT,Lockheed Martin Corporation,-0.32219044,-0.26468792,-1.83243159,-1.17894926,-0.73620461,7.81005477,-2.95600114,-4.5361048,-3.9600941,35.56559973,Electronic Technology
SBUX,Starbucks Corporation,0.05816105,0.39257294,0.36062792,0.44585987,0.45652405,3.6704284,-7.42969176,-15.05521142,8.88377445,62.13159698,Consumer Services
DE,Deere & Company,-0.17238384,0.35734437,-0.56164821,0.08037078,-0.42116487,-1.00959245,-15.77345388,0.30879115,-2.12225221,167.56195387,Producer Manufacturing
LOW,"Lowe's Companies, Inc.",0.0295548,0.39370079,-1.02040816,-1.1360017,-2.23622047,-10.3926097,-20.30808729,-7.17009346,1.44895958,92.31722429,Retail Trade
ELV,"Elevance Health, Inc.",-0.41624455,-0.37565409,0.12167065,0.18150829,-0.26224161,3.94331909,-4.91207429,-1.10997007,-12.15938204,66.44233598,Health Services
AXP,American Express Company,-0.19005494,0.25149645,-0.98045938,-0.11757383,2.01313838,-3.19726523,-13.08900524,-7.74243005,2.20806794,41.02138463,Finance
TJX,"TJX Companies, Inc. (The)",-0.38979842,0,0.73189956,1.27929356,0.4040404,0.65256526,2.57997936,14.9132948,31.69439129,66.1281337,Retail Trade
BKNG,Booking Holdings Inc. Common Stock,0.02187142,0.20391575,-0.05569361,0.5614391,2.85601312,-8.06044197,-3.63848928,8.13768116,56.38933933,58.66292864,Consumer Services
SYK,Stryker Corporation,0.43198181,0.9887786,0.53861326,0.56531472,-0.23711845,-3.00435467,-8.94850744,-11.30964331,20.06704113,59.77094635,Health Technology
ADP,"Automatic Data Processing, Inc.",-0.02078397,0.59389377,-0.2323555,-0.29441035,-0.50893744,-0.05403608,-1.45491803,13.42516156,2.18869528,69.76136685,Technology Services
GS,"Goldman Sachs Group, Inc. (The)",-0.25005001,-0.60793303,-0.27333333,-0.01336809,-0.28995167,-7.53778162,-15.60269683,-12.04210031,-8.92541857,38.13195438,Finance
ISRG,"Intuitive Surgical, Inc.",-0.48255449,-0.33953112,2.00786967,1.76088631,3.92641714,-5.09767696,-15.49943644,-6.09999661,26.75470663,66.79444279,Health Technology
GILD,"Gilead Sciences, Inc.",-0.19796922,0.31452596,0.72174249,0.76070139,0.44987147,4.28342674,1.79757718,-6.67542393,14.74086037,9.23958625,Health Technology
PLD,"Prologis, Inc.",-0.2354557,0.43952788,0.49407115,0.88284892,-0.71268183,-9.36636663,-20.22278004,-15.39101498,-2.06086287,61.60813602,Finance
VRTX,Vertex Pharmaceuticals Incorporated,0.19594947,0.75132607,0.94280327,0.46782353,2.07815177,6.2230402,3.68270364,13.83050847,22.01228777,110.04207893,Health Technology
MMC,"Marsh & McLennan Companies, Inc.",-0.24816516,0.19357747,0.76783619,1.37324321,0.69803378,-0.69364162,-2.00165941,7.17404866,21.02465578,137.68079487,Finance
PGR,Progressive Corporation (The),0.17317683,0.46960437,1.42820047,1.79827991,0.90415913,12.16080402,25.54439534,18.0060423,26.33621735,125.48708327,Finance
BLK,"BlackRock, Inc.",-0.32904382,0.01634575,-0.79057787,-0.38065492,-0.39685767,-5.27463689,-17.60645812,-6.8254089,1.08614912,59.484869,Finance
SCHW,Charles Schwab Corporation (The),-0.41970621,-0.08021658,0.20108586,1.013582,-2.04442697,-9.23497268,-24.13215591,-1.77409817,-29.12814678,12.22972973,Finance
UBER,"Uber Technologies, Inc.",0.1929924,1.21443299,1.5862069,2.67193309,2.86312849,-3.91389432,-6.07863974,46.9571001,59.4731144,13.92111369,Transportation
CI,The Cigna Group,-0.29129709,-0.06232982,0.50808314,1.19249294,-0.69756829,6.49141818,3.45717585,22.12957024,0.37561779,47.761556,Health Services
MDLZ,"Mondelez International, Inc.",-0.13709063,0.35973976,2.10280374,2.43788092,2.26209048,-5.54755043,-11.53846154,-9.4488189,12.68695204,58.87057683,Consumer Non-Durables
CVS,CVS Health Corporation,0.23254124,0.25439744,-0.30355594,-0.02898971,-0.11585807,-1.21741621,-8.73362445,-4.63219027,-26.55734214,-3.2271643,Retail Trade
REGN,"Regeneron Pharmaceuticals, Inc.",-0.30554505,0.10704106,1.04020101,1.09862483,-0.51826289,-2.26985516,10.19345646,3.73389395,12.02451424,109.35523336,Health Technology
ADI,"Analog Devices, Inc.",0.08495661,0.59160771,0.18831248,0.64685421,-0.95484026,-5.80273002,-14.06762882,-7.61776732,13.76051869,104.27297498,Electronic Technology
SLB,Schlumberger N.V.,-0.8610942,-1.18768964,-3.29148286,-3.12712441,-2.07868064,-2.22984563,-0.08764242,20.27853978,13.86336396,2.4811219,Industrial Services
LRCX,Lam Research Corporation,-0.36768343,-0.16191656,-0.19827501,0.74051836,0.61131007,-3.62972063,-5.91881873,19.9523384,63.05914748,332.67908309,Producer Manufacturing
ABNB,"Airbnb, Inc.",0.09800665,0.4600337,0.68493151,1.34562671,4.73860417,-11.07790977,-17.46600825,6.61481999,3.10994676,-16.43150685,Consumer Services
PANW,"Palo Alto Networks, Inc.",0.1907866,0.66894307,1.3672739,2.39671772,3.68983957,7.52004777,5.15623045,36.04814335,56.1675237,296.81521433,Technology Services
CME,CME Group Inc.,0.06304434,0.43827783,0.50192326,0.29961144,0.67665993,7.00729198,11.51303805,15.96752368,25.71881235,20.18961068,Finance
ZTS,Zoetis Inc.,-0.47616213,0.40230575,0.29406469,0.37237237,0.0179544,-3.94298195,-11.75880458,-3.88221085,12.37979961,83.0449069,Health Technology
AMT,American Tower Corporation (REIT),-0.21387107,0.6905907,2.07616784,2.47347605,1.96139671,-0.74186683,-12.72989735,-18.52351003,-14.05328559,9.47686117,Finance
EOG,"EOG Resources, Inc.",-0.21118919,-0.23034398,-1.27640176,-1.29140079,-2.4694138,2.50867782,2.61391455,12.3562473,-3.619641,13.81273539,Energy Minerals
MO,"Altria Group, Inc.",-0.11741223,0.35389878,0.97317826,0.97317826,-0.39803325,1.16527943,-6.38204225,-7.4211099,-5.15050167,-30.54693878,Consumer Non-Durables
BDX,"Becton, Dickinson and Company",-0.27122165,0.34450724,1.42029893,1.28160044,0.22038354,0.26302557,-8.39664982,0.21263435,14.85223094,14.51160496,Health Technology
C,"Citigroup, Inc.",-0.16668804,0.23171988,0.02569373,0.1028542,-1.89012097,-5.34889375,-17.85186748,-17.24064626,-12.16155235,-39.31410756,Finance
MU,"Micron Technology, Inc.",-0.12469743,0.7696862,1.15916184,1.77930622,1.26450461,0.05879759,4.72307692,12.04938272,21.0563756,78.42726081,Electronic Technology
BSX,Boston Scientific Corporation,-0.11760094,0.31496063,1.83852918,1.65569519,1.81818182,-3.48484848,-2.18809981,0.11787819,24.4140625,40.81237911,Distribution Services
SO,Southern Company (The),-0.10524733,0.63617086,0.59037239,1.55891793,1.09539023,2.67305315,-8.35746794,-8.72252747,2.83194058,47.7980427,Utilities
NOC,Northrop Grumman Corporation,-0.12115136,-0.38955899,-1.19163173,-0.4494382,-1.49474985,8.68942956,4.65253626,5.73727016,-9.32110231,58.03659906,Electronic Technology
SNPS,"Synopsys, Inc.",0.05556505,0.48074859,0.33227577,0.04488906,0.08339749,1.97398523,2.69220642,27.42444868,56.85702795,427.47661445,Technology Services
FI,"Fiserv, Inc.",-0.01732202,1.12566248,2.04171823,5.32798102,4.47963801,2.20432011,-7.44749078,-3.37294945,17.92645557,47.35162731,Finance
DUK,Duke Energy Corporation (Holding Company),-0.36330609,-0.10244735,0.74618299,1.65643461,0.83879122,-0.56650804,-7.6793604,-10.82207093,-1.4596901,5.77317103,Utilities
ITW,Illinois Tool Works Inc.,-0.38410004,0.31483314,-1.08642632,0.27421893,-0.22365361,-3.14793105,-12.50833497,-4.44244527,13.05052962,79.06398009,Producer Manufacturing
EQIX,"Equinix, Inc.",-0.04048267,0.0056844,0.46225621,0.67195654,-0.20832743,-3.04436428,-13.94439352,-0.72186896,30.48755629,72.07546248,Finance
VMW,"Vmware, Inc.",0.27949691,0.21947326,-1.47760706,-3.32328222,-0.14578225,-9.48462278,-7.29621655,22.13486789,36.86648501,4.31983385,Technology Services
CDNS,"Cadence Design Systems, Inc.",0.29558314,1.51078061,1.15897567,-1.04618206,-0.51542072,1.32735809,0.43573906,15.9002148,48.34416396,440.79726651,Technology Services
CHTR,"Charter Communications, Inc.",-0.08110676,0.35026473,-0.16670526,0.21149511,0.35610381,-1.96444,7.80308523,32.06125574,30.32492066,36.59201064,Consumer Services
KLAC,KLA Corporation,0.07446492,0.4205807,0.4850531,1.66464891,1.69103019,2.52910653,2.36395298,22.54332248,61.38508528,435.23787844,Electronic Technology
HUM,Humana Inc.,-0.20193432,-0.03097114,-0.29350995,0.16877473,-0.92104001,6.13129984,13.66588152,1.8984469,0.22321429,59.83593871,Health Services
GD,General Dynamics Corporation,-0.1115449,0.0924274,-0.96905814,-0.0900476,-0.82574274,5.44417794,5.81289737,8.28647116,-4.77358182,24.18718687,Electronic Technology
WM,"Waste Management, Inc.",-0.14525031,0.38289311,-0.69359707,-0.85278276,-1.24536978,1.43663081,-7.29616307,-4.58472171,-4.64356191,73.70253876,Industrial Services
HCA,"HCA Healthcare, Inc.",-0.08469239,-0.28175119,5.19771429,-4.49074458,-4.56600174,-6.44767867,-19.02315434,-17.46646582,15.76035012,76.63494013,Health Services
APD,"Air Products and Chemicals, Inc.",-0.31997124,0.75403819,0.48568322,0.93566826,-0.47743835,-2.17360621,-8.66743535,-3.78622245,13.90772012,83.32341467,Process Industries
ICE,Intercontinental Exchange Inc.,-0.06542668,-0.09810792,-0.99074074,-0.72416674,-1.00907239,-2.80858026,-8.00137658,1.52867452,14.08300437,46.92223138,Finance
MCK,McKesson Corporation,0.00442723,0.44690502,0.18394575,0.45555556,-0.16784082,3.95538692,10.46895237,26.05616129,20.56917291,260.91816367,Distribution Services
FDX,FedEx Corporation,-0.27234464,0.04346476,0.99034725,1.55902004,0.44052863,-8.77245961,-7.39165421,7.82546623,58.80149813,12.38316671,Transportation
SHW,Sherwin-Williams Company (The),0.56494757,0.38021189,-4.08979592,-1.53369092,-1.14429954,-7.86904529,-15.91641022,2.37887766,12.38760283,77.31680941,Process Industries
CL,Colgate-Palmolive Company,-0.00686483,0.35827477,1.01234225,1.22290161,-0.58687048,2.43285051,-6.31511254,-5.39031043,1.11049417,15.18026565,Consumer Non-Durables
EPD,Enterprise Products Partners L.P.,0.09079354,0.06499141,-0.18115942,0.03631082,0.21826119,0.65765437,1.17517444,5.19282169,10.15593762,-1.74750357,Industrial Services
PYPL,"PayPal Holdings, Inc.",0.07378712,0.6120178,0.66815145,1.47801684,1.59205844,-7.21861102,-25.58650021,-25.69863014,-35.84861029,-34.80769231,Commercial Services
MPC,Marathon Petroleum Corporation,-0.09074105,-0.55529538,-0.71476286,-0.54867849,-1.4781917,-1.79067001,16.35353061,21.3009059,33.26459249,105.00689655,Energy Minerals
ANET,"Arista Networks, Inc.",-0.1179338,0.68422582,0.70310848,2.12845807,2.35344689,3.56657424,9.70398526,21.32348258,72,236.00564449,Electronic Technology
CSX,CSX Corporation,-0.53619303,0.12110336,-1.94912455,-1.59151194,-3.51105332,-3.4796748,-10.89762834,-1.7218543,6.95495495,32.95518752,Transportation
PXD,Pioneer Natural Resources Company,-0.16885037,-0.36193575,-1.14214222,-0.93423926,-2.38313474,6.70877804,12.63622569,12.35723132,-7.6879593,53.92107578,Energy Minerals
MAR,Marriott International,0.02104266,0.82193234,0.20025295,0.79516539,1.15443954,-3.26617827,-2.19638907,14.54216867,23.25144228,71.2972973,Consumer Services
MCO,Moody's Corporation,0.50161999,0.0786112,-1.41612903,-1.1130885,-1.28875969,-3.33997533,-15.32003325,-0.85323125,25.34246575,95.16571939,Commercial Services
WDAY,"Workday, Inc.",-0.11523176,0.78302961,0.82609315,1.3312339,0.57302519,-1.15429369,-5.87687807,12.69302202,42.12956766,67.48422713,Technology Services
OXY,Occidental Petroleum Corporation,-0.35853717,-0.17560664,-1.02880658,-0.46163642,-4.06566431,-3.62207152,-0.12777512,3.69817579,-11.69326366,-11.92957746,Energy Minerals
SCCO,Southern Copper Corporation,-0.47492667,-0.14015417,0.97789116,1.53911928,1.4957265,-5.36591845,-14.55810049,-5.13912928,49.24591537,90.05068018,Non-Energy Minerals
ORLY,"O'Reilly Automotive, Inc.",-0.0733352,-0.18370781,-0.86628317,-0.75910182,-3.86523493,-4.05563013,-9.45809841,-1.3530024,16.26666667,155.2095528,Retail Trade
MNST,Monster Beverage Corporation,-0.48722283,-0.39808917,1.66565103,-0.49701789,0.14005602,-5.47686497,-13.52798894,-7.77593514,13.03071364,93.9170864,Consumer Non-Durables
EMR,Emerson Electric Company,-0.08259457,0.24860505,-0.0990862,0.6433008,-0.79807587,-6.03707155,-1.12237115,10.20160311,8.47579199,30.07454128,Electronic Technology
CTAS,Cintas Corporation,0.20187626,1.11443978,0.93387077,1.26932009,1.53154419,5.15789693,-1.78443137,14.21668247,25.01421122,187.41405762,Consumer Services
ROP,"Roper Technologies, Inc.",0.05390053,0.70001565,0.30139264,0.98991252,0.08918941,-0.35723135,-1.74098962,10.80621828,29.08619122,78.682515,Technology Services
CMG,"Chipotle Mexican Grill, Inc.",-0.23020778,0.88050383,1.03095591,1.94706703,1.301843,1.26976848,-11.31821115,-8.43131448,18.91602564,331.0353641,Consumer Services
VTR,"Ventas, Inc.",-0.21473375,0.54567023,1.875,2.26833977,1.3148458,0.59340138,-13.72149837,-7.68895665,12.68279713,-22.36673383,Finance
TGT,Target Corporation,-0.04599393,-0.08275862,0.93805145,1.17296593,-0.13782964,-1.70932441,-18.13799337,-30.43589579,-32.20212102,33.71062992,Retail Trade
PSX,Phillips 66,-0.13383298,-0.68322981,-1.40931912,-0.99071207,-1.41800247,-6.84144819,4.65638149,12.93512259,11.59521436,10.72311801,Energy Minerals
AJG,Arthur J. Gallagher & Co.,-0.16189962,0.33843884,0.94302554,1.54150198,1.59950784,1.4390383,5.06679996,12.74136922,30.78228407,222.87390029,Finance
SNOW,Snowflake Inc.,0.05957898,0.73980272,0.92833767,1.70267178,2.33629038,-1.08005498,-13.24913892,1.88781014,-15.1011236,-38.31836735,Technology Services
MMM,3M Company,-0.46403712,0.40679855,0.01109755,5.28037383,4.12478336,-3.73851741,-17.95338674,-12.57275902,-23.3217051,-52.26694915,Producer Manufacturing
KKR,KKR & Co. Inc.,-0.23078289,0.07122507,1.81093807,1.79250407,2.38572209,-8.73376623,-7.69988508,10.82199882,21.00731812,139.84641638,Finance
EL,"Estee Lauder Companies, Inc. (The)",-0.17720878,0.01935017,0.55369372,0.76659122,0.52439913,-4.517468,-22.07542909,-43.1572011,-31.60555005,10.89506669,Consumer Non-Durables
FCX,"Freeport-McMoRan, Inc.",-0.23188406,0.10178857,2.34909307,2.71560728,1.59386068,-7.69643336,-20.37936618,-7.44823877,10.60411311,196.72413793,Non-Energy Minerals
TEAM,Atlassian Corporation,0.32635014,1.84344109,0.98548267,2.49516025,1.88699417,-5.41412337,8.91428571,23.57365145,-1.48343412,167.69662921,Technology Services
DELL,Dell Technologies Inc.,-0.30530941,0.26962253,0.84350053,2.15135795,1.57790927,-2.83018868,23.43289086,60.07172744,80.79935188,187.30487515,Electronic Technology
USB,U.S. Bancorp,-0.03186743,-0.06371456,-0.06367399,0.41586692,1.48722923,-5.05142166,-18.34027055,-0.66455696,-22.85573851,-38.12339838,Finance
PH,Parker-Hannifin Corporation,-0.24044241,0.24160425,0.21746718,1.74721291,0.09653545,-4.16923393,-5.85386769,18.76173205,37.43740795,141.73034581,Producer Manufacturing
HES,Hess Corporation,-1.14371277,-1.1153601,-3.4160911,-3.76937384,-4.784689,1.45098039,6.66575041,8.68986766,14.30044183,150.47603679,Energy Minerals
APO,"Apollo Global Management, Inc. (New)",-0.08326395,-0.08326395,0.64701653,1.42477662,1.99125789,-6.4171123,3.49926072,35.57133635,63.07513104,189.05712319,Finance
APH,Amphenol Corporation,-0.37740596,0.25319661,-0.43964326,0.10103562,-0.7513148,-5.63162281,-6.89533654,7.51492132,10.72925398,95.46239211,Electronic Technology
MSI,"Motorola Solutions, Inc.",-0.00355316,0.58974909,0.4282044,0.71932148,0.06755556,3.37937114,-5.24862808,-2.56871841,23.07692308,131.390282,Electronic Technology
